Course URL LINK,Course Code,Course Name,Offering Institution,Offering Department / Unit,Offering Program,Course Type,Delivery Mode,Duration,COURSE DESCRIPTION,Prompt Engineering Topics Covered,Assessment,Unnamed: 12,Delivery Mode Clean,Course Type Clean,Offering Program Clean,Duration Clean,Duration Value,Duration Unit,Assessment Categories,Normalized Topics,SWEBOK Areas,SWEBOK Scores
https://www.cs.princeton.edu/courses/archive/fall22/cos597G/,COS 597G,Understanding Large Language Models,Princeton University,Computer Science,Graduate,Degree-Awarding,Face-to-face (In-person),15-week semester (Fall 2022),"This graduate seminar covers cutting-edge research topics related to pre-trained language models, including model foundations, emerging capabilities (knowledge, reasoning, few-shot learning, in-context learning), fine-tuning and adaptation, system design, security, and ethics.","Prompting for few-shot learning; in-context learning; parameter-efficient prompt tuning (P-Tuning, LoRA); retrieval-augmented prompting.",Class participation (25%); paper presentations (30%); lecture feedback (5%); final project (40%) involving prompt-based evaluation of LLMs.,,Face-to-Face,Degree-Awarding,Graduate,15-week semester (Fall 2022),,,"['Exam', 'Project', 'Participation', 'Essay/Report']","['prompting for few-shot learning', 'in-context learning', 'parameter-efficient prompt tuning (p-tuning', 'lora', 'retrieval-augmented prompting']","['Construction', 'Models & Methods', 'Requirements', 'Design']","{'Construction': 0.6, 'Models & Methods': 0.4, 'Requirements': 0.2, 'Design': 0.2}"
https://elective.pku.edu.cn/elective2008/edu/pku/stu/elective/controller/courseDetail/getCourseDetail.do?course_seq_no=BZ2425304835500_13426,4835500,Large Models: From Fundamental to Frontier,Peking University,School of Information Science & Technology,Undergraduate Elective,Degree-Awarding,Face-to-Face,1 semester (2 credits),"An in-depth introduction to large model architectures, fine-tuning techniques, and practical applications, covering neural networks, Transformer variants, LLMs, multimodal models, fine-tuning, Prompting, and In-Context Learning. Students engage through lectures, assignments, paper reading, and a group project.","Prompting; In-Context Learning; zero-shot learning; few-shot learning; Chain-of-Thought prompting; prompt fairness; parameter-efficient fine-tuning (Prefix Tuning, LoRA)",Paper reading reports; course project presentations; class participation,,Face-to-Face,Degree-Awarding,Undergraduate,1 semester (2 credits),1,semesters,"['Project', 'Participation', 'Essay/Report']","['prompting', 'in-context learning', 'zero-shot learning', 'few-shot', 'chain-of-thought prompting', 'prompt fairness', 'parameter-efficient fine-tuning (prefix tuning', 'lora']","['Construction', 'Requirements', 'Models & Methods', 'Quality', 'Professional Practice/Ethics', 'Foundations']","{'Construction': 0.5, 'Requirements': 0.125, 'Models & Methods': 0.5, 'Quality': 0.125, 'Professional Practice/Ethics': 0.125, 'Foundations': 0.125}"
https://sfl.pku.edu.cn/jxjy/pxxm/151062.htm,,Technical Writing Teacher Training Program (Phase 1),Peking University,School of Foreign Languages â Continuing Education,Non-degree Continuing Education,Professional Development Workshop,Face-to-Face,"Aug 4â7, 2023 (22 hours)","A training program for technical writing educators that integrates AIGC tools and techniques into writing instruction, including modules on translation, information design, structured writing, Prompt Engineering for Technical Writing, and generative AI fundamentals.",Prompt Engineering for Technical Writing; generative AI tools; LLM fundamentals,Completion certificate upon fulfilling attendance and participation requirements,,Face-to-Face,Workshop,Other,"Aug 4â7, 2023 (22 hours)",22,hours,"['Participation', 'Certificate Only']","['prompt engineering for technical writing', 'generative ai tools', 'llm fundamentals']","['Construction', 'Design', 'Foundations']","{'Construction': 0.3333333333333333, 'Design': 0.3333333333333333, 'Foundations': 0.3333333333333333}"
https://hdipp.pku.edu.cn/info/1002/2059.htm,,AI Tools Application Workshop: Let LLM Be Your Academic Assistant,Peking University,Library â Digital Humanities & Social Sciences Public Platform,Information Literacy Workshop,Workshop,Face-to-Face,"Dec 11, 2024 (Afternoon session)","An expert-led workshop on effective LLM usage for academic research, covering conversational techniques, prompt design, CoT construction, role-based prompts, structured markers, step-by-step guidance, and ethical considerations.",Prompt design; Chain-of-Thought; role-based prompting; structured prompts; ethical prompting; hallucination mitigation,None,,Face-to-Face,Workshop,Short Course,"Dec 11, 2024 (Afternoon session)",,,['None/Unspecified'],"['prompt design/fundamentals', 'chain-of-thought', 'role-based prompting', 'structured prompts', 'ethical prompting', 'safety/risk']","['Design', 'Construction', 'Models & Methods', 'Professional Practice/Ethics', 'Engineering Management', 'Quality']","{'Design': 0.3333333333333333, 'Construction': 0.6666666666666666, 'Models & Methods': 0.16666666666666666, 'Professional Practice/Ethics': 0.3333333333333333, 'Engineering Management': 0.16666666666666666, 'Quality': 0.16666666666666666}"
https://edu.epfl.ch/coursebook/en/digital-methods-and-datasets-for-urban-history-DH-604,DH-604,Digital Methods and Datasets for Urban History,EPFL,Digital Humanities (CDH),PhD,Degree-Awarding,Face-to-face (F2F),"5 days (JuneÂ 23â27,Â 2025)","This week-long workshop introduces the latest tools and methods that allow to explore, manipulate, visualise, and question large-scale datasets in the context of digital urban history. This workshop offers researchers the opportunity to discover, explore, and understand, through computational approaches, new perspectives of a city's (Venice) long history through unpublished datasets. Presentations cover cartographic visualisation, named-entity recognition and extraction, point cloud manipulation, conversion of structured data to networks, semantic segmentation of visual documents, and the use of foundational models (LLMs) in knowledge extraction. Each afternoon consists of hands-on projects applying these tools to Venice datasets, culminating in group project presentations.",LLMs and historical sources; data alignment; prompt engineering; knowledge extraction with foundational models,Group project presentations (2 sessions),,Face-to-Face,Degree-Awarding,Other,"5 days (JuneÂ 23â27,Â 2025)",5,days,['Project'],"['llms and historical sources', 'data alignment', 'prompt engineering', 'knowledge extraction with foundational models']","['Foundations', 'Construction']","{'Foundations': 0.5, 'Construction': 0.25}"
https://edu.epfl.ch/coursebook/en/human-language-technology-applications-to-information-access-EE-724,EE-724,Human Language Technology: Applications to Information Access,EPFL,Electrical Engineering (STI),Doctoral,Degree-Awarding,Face-to-face (F2F),One semester (28Â h lectures + 28Â h labs),"The HLT course introduces methods and applications for language processing and generation, using statistical learning and neural networks. It covers vector space models, question answering with Transformer-based models, retrieval-augmented generation, machine translation with Transformers, sentiment analysis, response generation for chatbots, and instructed LLMs.",Retrieval-Augmented Generation (RAG); instructed LLMs for chatbots; configuring prompts for QA and generation tasks,Project report and oral presentation,,Face-to-Face,Degree-Awarding,Other,One semester (28Â h lectures + 28Â h labs),,,"['Project', 'Essay/Report']","['retrieval-augmented generation (rag', 'instructed llms for chatbots', 'configuring prompts for qa and generation tasks']","['Design', 'Foundations', 'Construction']","{'Design': 0.3333333333333333, 'Foundations': 0.3333333333333333, 'Construction': 0.3333333333333333}"
https://www.formation-continue-unil-epfl.ch/formation/ai-ml-essentials/,,AI and Machine Learning Essentials,EPFL,EPFL Extension School (Formation Continue UNIL EPFL),Non-credit short course,Professional Development,Face-to-face (F2F),"2 days (NovÂ 25â26,Â 2025)","This two-day course provides an accessible introduction to AI, ML, and Generative AI tools, covering model building, alignment, benchmarking, and hands-on prompting of Large Language Models. Participants practice prompt engineering through interactive exercises and explore tools and frameworks for Generative AI application design.",Prompt engineering concepts; interactive prompting exercises; LLM infrastructure and toolchain fundamentals,Hands-on exercises and workshop participation,,Face-to-Face,Professional Development,Short Course,"2 days (NovÂ 25â26,Â 2025)",2,days,"['Lab/Hands-on', 'Participation']","['prompt engineering concepts', 'interactive prompting exercises', 'llm infrastructure and toolchain fundamentals']","['Construction', 'Design', 'Foundations']","{'Construction': 0.6666666666666666, 'Design': 0.3333333333333333, 'Foundations': 0.3333333333333333}"
https://www.uclaextension.edu/computer-science/machine-learning-ai/course/generative-ai-applications-python-com-sci-x-455,COM SCI X 455,Generative AI with Applications in Python,"University of California, Los Angeles",UCLA Extension â Computer Science,Professional Certificate,MOOC/Online Course,Online (Asynchronous),11 weeks minimum,"This course immerses students in the world of generative AI, covering diffusion models, large language models (LLMs), multimodal AI, and prompt engineering to guide and optimize generative outputs. Practical sessions using Python, PyTorch, and Hugging Face provide hands-on experience. By the end of the course, students develop a capstone project demonstrating their expertise.",prompt engineering; guide and optimize generative outputs,Capstone project,,Online (Asynchronous),MOOC,Certificate,11 weeks minimum,11,weeks,['Project'],"['prompt engineering', 'guide and optimize generative outputs']",['Construction'],{'Construction': 0.5}
https://www.uclaextension.edu/engineering/machine-learning-ai/course/ai-product-management-mgmt-x-4133,MGMT X 413.3,AI for Product Management,"University of California, Los Angeles",UCLA Extension â Engineering,Professional Certificate,MOOC/Online Course,Online (Asynchronous),11 weeks minimum,"This course provides a deep dive into building and managing AI-driven products, including model selection, data sourcing, prompt design, and performance evaluation. Through practical examples like developing conversational interfaces and iterative development cycles, students prepare to lead AI products from concept to launch.",prompt design; performance evaluation frameworks,Project-based assessments; product presentations,,Online (Asynchronous),MOOC,Certificate,11 weeks minimum,11,weeks,['Project'],"['prompt design/fundamentals', 'performance evaluation frameworks']","['Design', 'Construction', 'Testing']","{'Design': 0.5, 'Construction': 0.5, 'Testing': 0.5}"
https://www.uclaextension.edu/business-management/marketing-advertising-pr/course/artificial-intelligence-marketing-beginner,MGMT 873.1,Artificial Intelligence in Marketing: Beginner Prompt Engineering,"University of California, Los Angeles",UCLA Extension â Business Management,Professional Development,Professional Development Workshop,Online,TBA,Master the fundamentals of prompt engineering and learn how to create effective prompts tailored to various marketing scenarios. Discover techniques to drive customer engagement and boost conversion rates.,foundations of prompt engineering; effective prompt creation for marketing scenarios,Certificate of participation,,Online (Synchronous),Workshop,Professional Development,TBA,,,"['Participation', 'Certificate Only']","['foundations of prompt engineering', 'effective prompt creation for marketing scenarios']","['Construction', 'Foundations']","{'Construction': 1.0, 'Foundations': 0.5}"
https://wasserman.nyu.edu/classes/prompt-engineering-cloud-computing-iot-hacking-in-the-era-of-genai/,,Prompt Engineering: Cloud Computing & IoT Hacking in the Era of GenAI,New York University,Wasserman Center for Career Development,Career Development Workshop,Workshop,Face-to-Face,1 hour 42 mins,"Explore how to leverage generative AI in identifying and mitigating cloud and IoT vulnerabilities, including simulated hack exercises and security best practices.",Prompting generative AI for security tasks; iterative prompt refinement; context-specific prompt design,None,,Face-to-Face,Workshop,Short Course,1 hour 42 mins,1,hours,['None/Unspecified'],"['prompting generative ai for security tasks', 'prompt design/fundamentals', 'context-specific prompt design']","['Construction', 'Design', 'Requirements']","{'Construction': 1.0, 'Design': 0.6666666666666666, 'Requirements': 0.3333333333333333}"
https://itp.nyu.edu/camp/2025/session/206,,Prototyping at the Speed of AI: Prompt Engineering & Context Design,New York University,Tisch Interactive Telecommunications Program (ITP),ITP Camp,Short-Term Workshop,Hybrid (In-Person & Online),2.5 hours,"Hands-on session on using AI tools and workflows to rapidly prototype digital products through conversational implementations, emphasizing prompt crafting and context continuity.",Effective prompt crafting; context design; workflow chaining; rapid iteration prompts,None,,Hybrid,Workshop,Other,2.5 hours,2.5,hours,['None/Unspecified'],"['effective prompt crafting', 'context design', 'workflow chaining', 'rapid iteration prompts']","['Construction', 'Requirements', 'Design', 'Process']","{'Construction': 0.5, 'Requirements': 0.25, 'Design': 0.5, 'Process': 0.25}"
https://wasserman.nyu.edu/classes/learn-how-to-use-ai-for-marketing/,,Learn How to Use AI for Marketing,New York University,Wasserman Center for Career Development,Career Development Workshop,Workshop,Online (Asynchronous),40 minutes,"Learn to leverage ChatGPT and Midjourney for marketing tasks by writing, testing, and refining prompts for content creation and campaign planning.",ChatGPT prompt writing; prompt testing and refinement; avoiding prompt pitfalls,None,,Online (Asynchronous),Workshop,Short Course,40 minutes,,,['None/Unspecified'],"['chatgpt prompt writing', 'prompt testing and refinement', 'avoiding prompt pitfalls']","['Construction', 'Testing']","{'Construction': 1.0, 'Testing': 0.3333333333333333}"
https://www.pce.uw.edu/courses/generative-ai-for-business,,Generative AI for Business,University of Washington,UW Professional & Continuing Education,Continuing Education,Course,Online (Synchronous),7 weeks,"Dive into the realm of generative AI and discover how it's reshaping business. Learn prompt engineering and use generative AI tools like ChatGPT, Copilot, and Gemini to create content for various business needs, with discussions on ethics and risks.",Crafting prompts for business tasks; iterative prompt refinement; ethical prompt evaluation,Hands-on exercises; case study presentation; strategic integration project,,Online (Synchronous),Other,Other,7 weeks,7,weeks,"['Project', 'Lab/Hands-on', 'Case Study']","['crafting prompts for business tasks', 'prompt design/fundamentals', 'ethical prompt evaluation']","['Construction', 'Design', 'Testing', 'Professional Practice/Ethics']","{'Construction': 1.0, 'Design': 0.3333333333333333, 'Testing': 0.3333333333333333, 'Professional Practice/Ethics': 0.3333333333333333}"
https://www.pce.uw.edu/courses/business-writing-foundations,,Business Writing Foundations,University of Washington,UW Professional & Continuing Education,Continuing Education,Course,Online (Asynchronous),9 weeks,"Improve business communication with clear, concise writing. Covers grammar, tone, inclusive language, and how to integrate AI tools into writing workflows.",Techniques for writing effective prompts for generative AI tools like Copilot,STAR assessment writing; real-life document editing using prompt techniques,,Online (Asynchronous),Other,Other,9 weeks,9,weeks,['None/Unspecified'],['techniques for writing effective prompts for generative ai tools like copilot'],"['Design', 'Construction']","{'Design': 1.0, 'Construction': 1.0}"
https://www.pce.uw.edu/courses/generative-ai-for-instructional-design,,Generative AI for Instructional Design,University of Washington,UW Professional & Continuing Education,Continuing Education,Course,Online (Asynchronous),8 weeks,"Explore how to integrate generative AI into instructional design. Hands-on experimentation with AI tools to create multimedia learning materials, AI-assisted assessments, and personalized learning experiences.","Engineering effective, multistep AI prompts; prompt engineering frameworks with ChatGPT, Claude, DALL-E; workflow chaining",Comprehensive capstone portfolio; AI-enhanced training experience projects,,Online (Asynchronous),Other,Other,8 weeks,8,weeks,['Project'],"['engineering effective', 'multistep ai prompts', 'prompt engineering frameworks with chatgpt', 'claude', 'dall-e', 'workflow chaining']","['Construction', 'Design', 'Process']","{'Construction': 0.3333333333333333, 'Design': 0.16666666666666666, 'Process': 0.16666666666666666}"
https://www.ece.uw.edu/academics/professional-masters-short-courses/llm/,,Hands-on Master Class on LLMs and ChatGPT,University of Washington,Department of Electrical & Computer Engineering,Professional Masterâs Short Course,Short-Term Workshop,Face-to-Face,Four half-day sessions over two weekends,"Intensive short course exploring LLMs and generative AI with lectures, interactive coding sessions, and individual projects focused on LLM capabilities.",Prompt engineering with LLMs; zero-shot & few-shot prompting; chain-of-thought prompting; data augmentation via prompt engineering,Take-home mini project; Kaggle showcase; interactive coding assignments,,Face-to-Face,Workshop,Short Course,Four half-day sessions over two weekends,,,"['Project', 'Lab/Hands-on', 'Case Study']","['prompt engineering with llms', 'zero-shot & few-shot prompting', 'chain-of-thought prompting', 'data augmentation via prompt engineering']","['Construction', 'Foundations', 'Models & Methods']","{'Construction': 1.0, 'Foundations': 0.25, 'Models & Methods': 0.5}"
https://classes.cornell.edu/browse/roster/SP25/class/CS/5740,CS 5740,Natural Language Processing,Cornell University,Computer Science,Undergraduate,Degree-Awarding,Face-to-face (In Person),One semester (Spring 2025),"This course constitutes an introduction to natural language processing (NLP), enabling computers to use human languages as input and output, covering machine translation, conversational assistants, and core methodologies.",In-context learning; chain-of-thought prompting; few-shot learning; prompt design templates,Lecture and individual project focused on NLP tasks including prompt design,,Face-to-Face,Degree-Awarding,Undergraduate,One semester (Spring 2025),,,['Project'],"['in-context learning', 'chain-of-thought prompting', 'few-shot', 'prompt design templates']","['Requirements', 'Models & Methods', 'Construction', 'Design']","{'Requirements': 0.25, 'Models & Methods': 0.75, 'Construction': 0.5, 'Design': 0.25}"
https://classes.cornell.edu/browse/roster/SP25/class/SYSEN/5530,SYSEN 5530,Digital Systems Modeling with Generative AI,Cornell University,Systems Engineering,Graduate,Degree-Awarding,Hybrid (In Person & Asynchronous),One semester (Spring 2025),"Focuses on digital twins, CPS, and digital threads with emphasis on real-time simulation, data-driven modeling, and generative AI.",Agent-based prompting workflows; generative agent design; prompt strategies for real-time simulations,Hands-on projects deploying generative agents in digital systems,,Hybrid,Degree-Awarding,Graduate,One semester (Spring 2025),,,"['Project', 'Lab/Hands-on']","['agent-based prompting workflows', 'generative agent design', 'prompt strategies for real-time simulations']","['Design', 'Construction', 'Process']","{'Design': 0.6666666666666666, 'Construction': 0.6666666666666666, 'Process': 0.3333333333333333}"
https://ecornell.cornell.edu/courses/artificial-intelligence/llm-tools-platforms-and-prompts/,,"LLM Tools, Platforms, and Prompts",Cornell University,eCornell (CIS),Professional Development,Non-credit Online Course,"100% online, instructor-led","2 weeks, 6â8 hours per week","Discover how to work directly with powerful LLMs, craft effective prompts, analyze tokenization, and assess outputs through projects.",Crafting effective prompts; tokenization analysis; prompt design lab projects,Hands-on projects generating text and analyzing outputs,,Online (Synchronous),MOOC,Professional Development,"2 weeks, 6â8 hours per week",2,weeks,"['Project', 'Lab/Hands-on']","['crafting effective prompts', 'tokenization analysis', 'prompt design lab projects']","['Construction', 'Economics', 'Design']","{'Construction': 0.6666666666666666, 'Economics': 0.3333333333333333, 'Design': 0.3333333333333333}"
https://ecornell.cornell.edu/courses/artificial-intelligence/generative-and-agentic-ai/,,Generative and Agentic AI,Cornell University,eCornell (Technology),Short Course,Non-credit Online Course,"100% online, instructor-led","3 weeks, 3â5 hours per week","Covers generative AI and AI agents, including practical use of ChatGPT, Claude, and agentic AI models in workflows.",Agent-based prompting; multi-step agentic workflows; prompt strategies for AI assistants,Interactive demonstrations and practice problems using real-world prompts,,Online (Synchronous),MOOC,Short Course,"3 weeks, 3â5 hours per week",3,weeks,['None/Unspecified'],"['agentic/agents', 'multi-step agentic workflows', 'prompt strategies for ai assistants']","['Design', 'Process', 'Construction']","{'Design': 0.6666666666666666, 'Process': 0.3333333333333333, 'Construction': 0.3333333333333333}"
https://ecornell.cornell.edu/courses/technology/innovating-with-generative-ai/,,Innovating With Generative AI,Cornell University,SC Johnson College of Business,AI 360 Certificate,Professional Certificate,"100% online, instructor-led","3 weeks, 5â6 hours per week","Delves into generative AI for product ideation, UI/UX enhancement, and ethical considerations.",Prompting strategies for AI text generation; chain-of-thought workflows; ethical prompt design,Hands-on exercises and case studies crafting prompting strategies,,Online (Synchronous),Professional Certificate,Certificate,"3 weeks, 5â6 hours per week",3,weeks,"['Lab/Hands-on', 'Case Study']","['prompting strategies for ai text generation', 'chain-of-thought workflows', 'ethical prompt design']","['Construction', 'Design', 'Process', 'Models & Methods', 'Professional Practice/Ethics']","{'Construction': 0.6666666666666666, 'Design': 0.6666666666666666, 'Process': 0.3333333333333333, 'Models & Methods': 0.3333333333333333, 'Professional Practice/Ethics': 0.3333333333333333}"
https://sfl.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/%E3%80%8A%E5%A4%A7%E8%AF%AD%E8%A8%80%E6%A8%A1%E5%9E%8B%E4%B8%8E%E5%BA%94%E7%94%A8%E3%80%8B%E8%AF%BE%E7%A8%8B%E6%95%99%E5%AD%A6%E5%A4%A7%E7%BA%B2.pdf,,Principles and Applications of Large Language Models,Shanghai Jiao Tong University,School of Foreign Languages,Micro-specialization Elective,Degree-Awarding (Micro Elective),Face-to-Face (Bilingual),8 class hours (0.5 credits),"In recent years, the rise of Large Language Models (LLMs such as ChatGPT) has had a significant impact in classrooms and the workforce. This course introduces the foundation and application of LLMs, covering NLP fundamentals, Transformer architectures, model usage methods, parameter settings, evaluations, and real-world application scenarios, supplemented by hands-on coding exercises and literature review.",Prompt engineering; API usage; parameter tuning; crafting effective prompts; evaluation and bias mitigation,Two homework assignments combining literature reading and practical coding exercises,,Face-to-Face,Degree-Awarding,Other,8 class hours (0.5 credits),,,['Lab/Hands-on'],"['prompt engineering', 'api usage', 'parameter tuning', 'crafting effective prompts', 'evaluation and bias mitigation']","['Construction', 'Testing', 'Quality', 'Professional Practice/Ethics']","{'Construction': 0.6, 'Testing': 0.2, 'Quality': 0.2, 'Professional Practice/Ethics': 0.2}"
https://me.sjtu.edu.cn/bkjx/upload/ueditor/file/20250630/1751271774236746.pdf,,Artificial Intelligence,Shanghai Jiao Tong University,Zhiyuan College,Undergraduate,General Education Core Course,Face-to-Face (Bilingual),32 class hours (2 credits),"The new generation of artificial intelligence is profoundly changing our lives and society. This course provides an overview of AI concepts, history, knowledge representation, reasoning, machine learning, and their applications across various fields.",LLM fundamentals; prompt engineering and applications; chain-of-thought prompting; prompt design,"Regular assessments (40%), short paper (10%), final exam (50%)",,Face-to-Face,Other,Undergraduate,32 class hours (2 credits),,,"['Exam', 'Essay/Report']","['llm fundamentals', 'prompt engineering and applications', 'chain-of-thought prompting', 'prompt design/fundamentals']","['Foundations', 'Construction', 'Models & Methods', 'Design']","{'Foundations': 0.25, 'Construction': 0.75, 'Models & Methods': 0.25, 'Design': 0.25}"
https://cs.hku.hk/index.php/programmes/course-offered?infile=2025%2Fcomp3520.html,COMP3520,Special Topics in Data Science,The University of Hong Kong,"School of Computing and Data Science, Department of Computer Science",BEng (Computer Science),Degree-Awarding,Face-to-face (In Person),One semester (2025â26),"âSpecial Topics in Data Scienceâ is an advanced course designed to explore cutting-edge and specialized areas within the rapidly evolving field of data science. The course covers contemporary topics such as deep learning, natural language processing, multi-modal learning, large language models, autonomous agents, and emerging techniques in machine learning and AI. Students examine real-world applications, analyze research papers, and work on hands-on projects using state-of-the-art tools.",Prompt engineering techniques; prompt tuning and fine-tuning of LLMs; integration strategies for domain-specific LLM applications; autonomous agent prompting workflows.,Continuous Assessment (60%); Written Examination (40%),,Face-to-Face,Degree-Awarding,Other,One semester (2025â26),,,['Exam'],"['prompt design/fundamentals', 'prompt tuning and fine-tuning of llms', 'integration strategies for domain-specific llm applications', 'autonomous agent prompting workflows']","['Design', 'Construction', 'Foundations', 'Process']","{'Design': 0.5, 'Construction': 0.75, 'Foundations': 0.5, 'Process': 0.25}"
https://hkuspace.hku.hk/prog/cert-for-module-prompt-engineering-for-finance-and-business,FN128A,Certificate for Module (Prompt Engineering for Finance and Business),The University of Hong Kong,HKU SPACE,Certificate for Module (Prompt Engineering for Finance and Business),Microcredential / Professional Development,Face-to-face (Part-time),30 hours (ten 3-hour sessions),"This programme aims to equip students with the fundamentals of prompt engineering, enabling them to create tailored prompts for AI tools that automate enterprise operations, enhance data analysis, and provide actionable insights in a business and finance context.","Generative AI tools (ChatGPT, Gemini, Perplexity, MidJourney); clear and specific prompts; system commands and constraints; multi-step instructions; data-analysis and decision-making prompts; problem-solving and optimisation prompts; collaboration and communication prompts.",Group Presentation (50%); Individual Written Assignment (50%),,Face-to-Face,Professional Development,Certificate,30 hours (ten 3-hour sessions),30,hours,['Lab/Hands-on'],"['generative ai tools (chatgpt', 'gemini', 'perplexity', 'midjourney', 'clear and specific prompts', 'system commands and constraints', 'multi-step instructions', 'data-analysis and decision-making prompts', 'problem-solving and optimisation prompts', 'collaboration and communication prompts']","['Design', 'Construction']","{'Design': 0.1, 'Construction': 0.4}"
https://hkuspace.hku.hk/prog/cert-for-module-genai-and-automation-for-finance-and-business,33C158647,Certificate for Module (Generative Artificial Intelligence and Automation for Finance and Business),The University of Hong Kong,HKU SPACE,Certificate for Module (Generative AI and Automation for Finance and Business),Microcredential / Professional Development,Face-to-face (Part-time),"30 hours (10 sessions, Tue/Thu 7â10pm)","The programme provides essential knowledge of generative AI (GenAI) and its applications in business and finance, covering computational tools, GenAI-driven automation, and the issues surrounding AI-generated content.","Mechanism of ChatGPT (generation, understanding, retrieval); prompt engineering fundamentals; prompt workflows for automation; integration with AI plugins (Copilot, ChatGPT plugins); multi-step prompt chains for text/image/video generation.",In-Class Exercise; Group Project Presentation,,Face-to-Face,Professional Development,Certificate,"30 hours (10 sessions, Tue/Thu 7â10pm)",30,hours,['Project'],"['mechanism of chatgpt (generation', 'understanding', 'retrieval', 'prompt design/fundamentals', 'prompt workflows for automation', 'integration with ai plugins (copilot', 'chatgpt plugins', 'multi-step prompt chains for text', 'image', 'video generation']","['Design', 'Construction', 'Process']","{'Design': 0.3, 'Construction': 0.3, 'Process': 0.1}"
https://learning.hku.hk/catalog/course/ai-literacy-for-education/,TALIC001,AI Literacy for Education - TEACHER,The University of Hong Kong,Teaching and Learning Innovation Centre (TALIC),Online Learning & MOOCs,MOOC,"Online, self-paced","Five modules, self-paced","A comprehensive online course designed to empower educators with AI knowledge, covering Generative AI applications, challenges in education, and the policy framework for AI use in teaching.",Introduction to Prompt Engineering: clear instructions; context setting; system and user roles; template design best practices.,Video quizzes; interactive modules; self-paced assessments,,Online (Asynchronous),MOOC,Other,"Five modules, self-paced",,,['Quiz'],"['introduction to prompt engineering: clear instructions', 'context setting', 'system and user roles', 'template design best practices']","['Construction', 'Requirements', 'Design']","{'Construction': 0.25, 'Requirements': 0.25, 'Design': 0.5}"
https://www.drps.ed.ac.uk/25-26/dpt/cxcmse11654.htm,CMSE11654,Large Language Models in Business Analytics,University of Edinburgh,University of Edinburgh Business School,MSc Business Analytics,Degree-Awarding (Postgraduate Option),Face-to-face (F2F; synchronous),Semester 2 (Block 3; 10 weeks),"This course explores how large language models assist data analytics, covering fundamentals, prompt engineering techniques such as chain-of-thought, tree-of-thought prompting, and ethical considerations.",Chain-of-thought prompting; Tree-of-thought prompting; Few-shot learning; Zero-shot learning; Retrieval-augmented generation; Hallucination mitigation; Prompt debugging.,"Coursework and project-based assessments, including prompt design labs and case study reflection essays.",,Face-to-Face,Degree-Awarding,Other,Semester 2 (Block 3; 10 weeks),10,weeks,"['Project', 'Lab/Hands-on', 'Case Study', 'Essay/Report']","['chain-of-thought prompting', 'tree-of-thought prompting', 'few-shot', 'zero-shot learning', 'retrieval-augmented generation', 'safety/risk', 'evaluation/debugging']","['Construction', 'Models & Methods', 'Design', 'Engineering Management', 'Quality', 'Professional Practice/Ethics', 'Testing']","{'Construction': 0.2857142857142857, 'Models & Methods': 0.42857142857142855, 'Design': 0.14285714285714285, 'Engineering Management': 0.14285714285714285, 'Quality': 0.14285714285714285, 'Professional Practice/Ethics': 0.14285714285714285, 'Testing': 0.14285714285714285}"
https://www.drps.ed.ac.uk/25-26/dpt/cxcmse11686.htm,CMSE11686,Large Language Models: Principles and Applications,University of Edinburgh,University of Edinburgh Business School,MSc Business Analytics,Degree-Awarding (Postgraduate Option),Face-to-face (F2F; synchronous),Semester 2 (Block 3; 10 weeks),"Covers large language model architectures, prompt engineering fundamentals, ethical considerations, and applications in data analytics.",Prompt engineering fundamentals; Few-shot prompting; Chain-of-thought prompting; Prompt evaluation and debugging; Retrieval-augmented generation (RAG).,Not specified.,,Face-to-Face,Degree-Awarding,Other,Semester 2 (Block 3; 10 weeks),10,weeks,['None/Unspecified'],"['prompt design/fundamentals', 'few-shot prompting', 'chain-of-thought prompting', 'prompt evaluation and debugging', 'retrieval-augmented generation (rag']","['Design', 'Construction', 'Models & Methods', 'Testing']","{'Design': 0.4, 'Construction': 0.8, 'Models & Methods': 0.4, 'Testing': 0.2}"
https://www.cdcs.ed.ac.uk/events/efficient-prompting-generative-ai-tools,,Efficient Prompting for Generative AI Tools,University of Edinburgh,"Centre for Data, Culture & Society",Training Workshop,Professional Development Workshop,Face-to-face (In Person),"2 hours (26 Jan 2024, 14:00â16:00)","An introductory workshop covering main strategies of prompt engineering, including tips and best practices to achieve optimal outputs with generative AI tools and hands-on ChatGPT features.",Prompt engineering strategies; Prompt design best practices; Tips for effective prompts.,Hands-on exercises; no formal assessment.,,Face-to-Face,Workshop,Short Course,"2 hours (26 Jan 2024, 14:00â16:00)",2,hours,['Lab/Hands-on'],"['prompt engineering strategies', 'prompt design best practices', 'tips for effective prompts']","['Construction', 'Design']","{'Construction': 1.0, 'Design': 0.3333333333333333}"
